sentimen,Tweet,sentimen-text,Target
 1,aku memang belum punya mobil yang bisa teduhkanmu dari hujan tapi aku punya amer yang bisa menghangatkanmu di setiap saat,Positive,Positive
 1,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab ,Positive,Negative
 2,terasa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit ,Negative,Negative
 2,wahai junior junior diamlah babi aku tengah focus nak jawab soalan trial kau sibuk nak memekak pastu kalau lalu tepi kela ,Negative,Negative
 1,salah 1 prinsip hidup aku bila aku dah berkeluarga aku sanggup utk buat apa saja demi isteri anak aku turut semua kehe ,Positive,Positive
 2,biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk ,Negative,Negative
 2,dulu aku nmpak gf aku yg pling cantik bila dah start kerja ni ya tuhan ramai nya yg lagi cantik dri gf aku trash htt ,Negative,Positive
 2,tapi nak perbetulkan apa yang dah hancur tu mustahil bagi aku la aku tak dendam tapi aku tak boleh terima dan lupakan ,Negative,Negative
 2,kesian lelaki,Negative,Negative
 2,huum bukan itu ajaa beeb aku kudu mengakhiri sebelum aku memulai beee b ,Negative,Negative
 2,bukan nak cakap apa lah tapi tolong lah tutup aurat aku sebagai lelaki ni malu bila tengok lelaki lain yang macam ini ing ,Negative,Negative
 1,wahai manusia yang aku suka terima kasih sebab support aku serta ada ketika aku gembira dan duka kau memang anugerah ,Positive,Positive
 1,aku ni memang mudah terhibur ,Positive,Positive
 2,kalau tak boleh dah utk sayang aku macam sebelum ni takpela tapi tak suka la ttbe tak bertegur ttbe nk marah ,Negative,Negative
 2,tak sekarang ni aku baru je langgan data baru dah kenapa slow jugak niiiiiiii adoiiii ,Negative,Negative
 1,aku maw kok,Positive,Positive
 1,kau menyesal tak kenal aku tak sebab semua perkenalan pasti ada hikmahnya utk kita diperbaiki atau membaiki seseorang ,Positive,Negative
 1,hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit ,Positive,Negative
 2,malu ah aku tak pro,Negative,Negative
 1,kak dwita kita udah kenal lama eh pada akhirnya aku tau dia nggak cuma manggil sayang ke aku dia lebih dulu p ,Positive,Negative
 1,wkwkwk bener ntar pas kenalan disekolah nama kamu siapa jeno loh kok sama kayaknya mama kita d ,Positive,Negative
 1,aduh aku deg degan sekaliiii ,Positive,Negative
 2,tlg please bg perempuan tu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku skli dengar aku n ,Negative,Negative
 1,rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak ,Positive,Positive
 2,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih ,Negative,Negative
 1,aku ternyata tidak bodoh kawan ,Positive,Positive
 2,tadi aku nampak pasangan bermesra di shell gila apa patutnya mesra kat petronas,Negative,Positive
 2,aku gak balas dendam padahal,Negative,Positive
 2,aku kangennnnnnnn ,Negative,Positive
 1,alhamdullilah cuti 3 hari tkde homework akhirnya aku boleh study dgn aman hw pijik harini dh terbuat smlm ,Positive,Positive
 2,senyumin aja semuanyaa ampe pegel,Negative,Negative
 2,menitik air mata aku terbayang betapa terseksa kucing betina bunting tu mati melecur dalam mesin dryer kedai dobi taman ,Negative,Negative
 1,bkn tunjuk baikk aku pn byk juge melakukan dosa tp sekurang2 nye kita cube mengurangkan dosa yg ada jomjumaat ,Positive,Negative
 1,done watching dilan 1990 2018 dari start movie sampai habis aku senyum sorang nasib baik tengok sengsorang kalau ram ,Positive,Negative
 1,ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f ,Positive,Negative
 2,aku sedih lah first time ni ada customer request camni ,Negative,Negative
 2,me lepas tolong buka pintu untuk orang tapi dia tak cakap thanks ,Negative,Negative
 1,sebenarnya aku sedar je yang aku ni tak cantik sebab tu aku letak nama yangchantik sebab nak boost confident aku kalau ,Positive,Negative
 1,hahahahahahahahah babi ,Positive,Negative
 2,gak mau kamu baw,Negative,Negative
 1,nak aku viralkan tak hahahaha,Positive,Negative
 2,aku mah wktu kecil doyannya mainin asap rokok jd klo ada yg ngerokok asapnya ku tangkep2in kyak org bego smpe kena marah ,Negative,Negative
 2,aku dok tengok je online tapi malas la nak cakap aku kena balik ,Negative,Negative
 1,dear someone i truly care and love u tp aku takkan luahkan aku takut kalau rasa hati kita tak sama aku percaya dgn ay ,Positive,Negative
 2,katanya gabut bosan dasar kamu,Negative,Negative
 2,sorry bro saya lah perempuan tu tapi saya kelam kelibut bukan sebab takut awak tapi sebab baru teringat yang plug ir ,Negative,Negative
 1,ab aeri followan yuu yang ga masalah aku mulfan hehe,Positive,Negative
 2,tengok harga iphone baru nampaknya cinta kami hanya sampai 8plus sahaja aku tak mampu untuk jadi sebodoh itu ,Negative,Negative
 1,karena mbk lia banyak cinta pasti kuliah advokatnya sukses love you more mbk,Positive,Positive
 2,ikut aku gamau ditinggal,Negative,Negative
 1,enak aja ga dong alis aku lebih bagus,Positive,Positive
 2,orangnya ga ganteng wangi parfum sebotol ga cute pemalu ga asik ngebosenin ngetik kamu ,Negative,Negative
 2,udah kek orang depresi ngerjain codingan pagi ampe malem pas keluar kamar dibilangin tidoor mulu di kamar aku ht ,Negative,Negative
 2,terasa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit ,Negative,Negative
 1,aku juga kangen ,Positive,Positive
 1,ada effort dari mula relay sampai bila bilaetia ambik berat penyayang jaga batas terima baik buruk aku ,Positive,Negative
 1,aku suka orang cakap macam ni even tak rasa benda tu menyusahkan pon at least aku tahu dia appreciate pertolongan aku https ,Positive,Negative
 2,can't relate karena aku jelata,Negative,Negative
 1,hi po crushhh akin ka nalang hello pang sayra lang pu aku ih kaya pass hehehe ,Positive,Negative
 2,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl ,Negative,Negative
 2,baru perasan sejak bila aku punya kurang ajar masuk rumah pun tak bagi salam maybe hati tengah panas kot ,Negative,Negative
 2,sekolah tak payah bercinta sekarang nak spm dah nnti masuk u ramai lagi pilihan u tak payah kejar sangat cinta tu kej ,Negative,Positive
 2,halah malas aku,Negative,Negative
 2,ya allah jantung aku drop kejap tengok gambar ni ,Negative,Negative
 2,ahhh kau sombong dgn aku,Negative,Negative
 2,dari kemarin2 agak males nonton karena yah meski aku soel meski dramanya high rating aku agak2 ga percaya kalo cer ,Negative,Negative
 1,bila nak macamni hahaha ,Positive,Negative
 2,di tengah orang yang baru kenal dan orang orang yang nggak bikin nyaman aku introvert rasanya pengin cepet pulang tapi ,Negative,Negative
 1,cintai aku apa adanya bukannya ada apanya bego vscofilter vscosimple vsco vscoedit vscoindonesia ,Positive,Positive
 1,takapalah mungkin aku tak ada rezeki dalam hal tu ,Positive,Negative
 1,tapi aku tak rasa aku boleh macam tu so no hahahah,Positive,Negative
 2,kuliah siang ini ngerasa kesel banget karena naha sih ga cuma sekali lantas yg salah dari saya teh apa kemud ,Negative,Negative
 2,sedih aku tu pengen beli buku mojok duit ga segera cukup ,Negative,Negative
 1,ihh aku mah disini terus gak kemana2,Positive,Negative
 2,sedihnya rasa kadang kadang bila doa yg aku doa termakbul walaupun aku bukan hambanya yg terbaik allah tau apa yg kita pe ,Negative,Negative
 2,kenapa aku gak mungkin bisa terlibat twitwar ,Negative,Negative
 2,penat la bukak twitter skrg gaduh pasal lgbtemua nk buat undang2 sendiri lelaki dgn perempuan gaduh pasal siapa paling ,Negative,Negative
 2,memang dari awal kau tak percaya aku pun so apa lagi klako,Negative,Negative
 2,aku menangis ,Negative,Negative
 2,nanti gaada yang bisa aku isengin lagi terus galaque kaya gini ,Negative,Negative
 2,coba di antara kamu dan temen temenmu siapa yg suara tawanya paling kenceng percayalah dialah jg yg jeritan hatinya pa ,Negative,Negative
 2,ternyata aku yang tertipu wkwk,Negative,Negative
 2,benda yang aku rasa tak perlu nak bawak gurau 1 rupa paras 2 bentuk badan 3 insecurities kita contohnya kita gagap pas ,Negative,Negative
 1,mau bubeks mau ,Positive,Negative
 2,tiap hari ketemu kamu itu pun masih kangen juga ,Negative,Positive
 2,yey phone dh elok mujur tk gi tmpt yg 3 lebih tu fuh kalau tk melayang duit aku,Negative,Negative
 2,halo haters sadarkah bahwa kebencianmu justru karena kamu merasa hidupmu tak lebih menarik dari hidup orang yang kaubenci ,Negative,Negative
 2,space memori lelaki banyak kosong sebab tak perlu nak ingat benda bodo pakai apa 6 tahun lepas salah apa 3 tahun lepas mak ,Negative,Negative
 1,aku rasa aku power hahahahaha,Positive,Positive
 1,okay attention doktor report i m free from cancer tak sia2 aku berdoa jaga makan do the healthy activity and la ,Positive,Positive
 1,jangan pernah bohongin perasaanmu kalo emang km sayang dia pertahanin amp perjuangin buktikan kalo kamu pantas buat dia,Positive,Negative
 1,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab ,Positive,Negative
 2,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang ,Negative,Negative
 2,kalau kamu belum punya anak lalu mau ikut sok ceramah dan propaganda soal anti vaksin let me tell you one thing ya go ,Negative,Negative
 2,aku taktaulah hg tuju dekatapa but after read it i'm crying rindu tu sakit sebab takleh nak luah bcs thing i ,Negative,Negative
 2,ketika dia yang kamu cinta meninggalkanmu demi orang lain keringkan air matamu karena kamu tahu kamu pantas dapatkan yang lebih baik,Negative,Positive
 1,jgn pernah ngerasa ga layak ga pantes kmu berhak mendapatkan cinta dari org yg kmu inginkan dari org yg terbaik buat kmu kamu layak ,Positive,Positive
 2,bodo amat ah yang lagi limit sama sensi gue undang buat dateng ditungguin pokoknya dateng belakangan juga gapapa ak ,Negative,Negative
 2,jangan kebanyakan mikirin aku nun jadi pusing kan ,Negative,Negative
 2,perkara paling aku takut bila tak sengaja terlukakan hati seseorang ,Negative,Negative
 2,jangan anggap aku enggak ngei apa apa hue ommaaaaaaa ,Negative,Negative
 2,aku mulfan sakit hati bacanya jangan nyudutin fandom lain juga ya ga semuanya gitu,Negative,Negative
 1,karena aku terlanjur jatuh cinta sama kazu uwu,Positive,Positive
 1,hahaha aku pernah ada kawan berpurdaheminggu sekali je kot dia basuh baju mandi pun sehari sekali je baju dia sem ,Positive,Negative
 2,ya allah beratnya dugaan yg kau beri pade mak aku lepas satu2 dugaan yg dye trpkse hadapi ,Negative,Negative
 1,aku suka kau bang,Positive,Positive
 1,mini giveaway alhamdulillah aku ke terima mpk dan sc disekolah terus juga beberapa hari yang lalu aku ulang tahun jad ,Positive,Positive
 2,hiiiiiiih aku rindu kamu ,Negative,Positive
 2,iya kak maaf aku salah ,Negative,Negative
 1,nah ini aku setuju mba biar kapasitas otak calon pemimpin bisa teruji ,Positive,Negative
 1,suka ke tak suka aku ada aku kesah positif je kau siapa ,Positive,Positive
 2,percayalah dibalik kata aku ikhlas kok ada air mata yg tak terbendung tau gak lu woy ,Negative,Positive
 2,harusnya kamu liat sisi buruknya dong wkkwkw,Negative,Negative
 2,tak faham betul la aku,Negative,Negative
 2,hahahahaha aku pun tak faham weh,Negative,Negative
 2,benda paling bodoh yang aku pernah buat sayangkan orang yang tak sayang kat aku ,Negative,Negative
 2,and lastly mak aku fed up dia dah tak buat sarapan dah lapar cari sendiri geledah je almari tengok makanan yang ,Negative,Negative
 2,jika saatnya tiba sedih akan menjadi tawa perih akan menjadi cerita kenangan akan menjadi guru rindu akan menja ,Negative,Positive
 2,kecewa jugak bila kita ingat dia dah tidur sebab tak reply whatsapp tiba tiba tengok dekat ig boleh pulak reply dm orang ,Negative,Negative
 2,soya paling jahat kot ,Negative,Negative
 2,jap jap aku rasa benda ni salah kenapa eh bila dlm relationship semua nak salahkan lelaki apa perempuan ni mak ,Negative,Negative
 2,tega an kamu maymunah,Negative,Negative
 2,nanti saat aku berhenti mengeluh saat itulah aku sudah berhenti peduli pada hubungan kita dan berhenti mencintaimu,Negative,Negative
 1,okay aku dah faham situasi sebenar an old man masuk toilet perempuan sebab toilet laki kunci and the guy yg ketuk ,Positive,Negative
 1,1 aku memilih islam 2 aku percaya islam 3 aku percaya sama janji allah yg udh tertulis dlm al qur'an,Positive,Positive
 1,aaaaa sayang sayaaang terimakasih ucapannya hwdnya disimpan buat tahun depan yaa fb aku juga dah mati kok gabisa dibuka ,Positive,Negative
 2,selama ni mmg ketinggian tk pernah jdi penghalang rupa yg selalu menjadi penghalang ,Negative,Negative
 1,kanan kiri depan belakang juga kamu ganteng,Positive,Positive
 2,gapapa lumayan ada yang berasa pentas ditabok quq a aku pengen tapi mager transportnya heh,Negative,Negative
 2,malu gue tuh ,Negative,Negative
 2,aku gak suka panas makanya aku datang ke sini pagi pagi usui takumi,Negative,Negative
 2,dah curang satu hal lepastu nak salahkan laki tu pulak lagii ey geram pulak aku ,Negative,Negative
 1,ketika kamu mencintai seseorang beranikan dirimu tuk mengungkapkan jika tidak beranikan juga dirimu tuk melihat dia dicintai orang lain ,Positive,Positive
 2,aku mintak maafebab aku dah penat nak menjaga hati orang yang sikit pun tak menjaga hati aku balik ,Negative,Negative
 2,abah aku meninggal sebab cancer lidah amp of course sebab rokokiksa dia menahan sakit kita tengok pun nangis goodl ,Negative,Negative
 2,aku diam bukan berarti aku tidak ingin marah hanya saja aku tidak bisa merasakan amarah skalipun tatsuya,Negative,Negative
 1,salah satu sebab aku suka buku buku lama ialah lenggok bahasanya terjemahan untuk mechanics ialah kajidayaama juga seper ,Positive,Positive
 1,tergelak sorang sorang aku bila baca reply dorangni hahahaha ,Positive,Negative
 1,ga usah janjiin bintang dan bulan untuk aku cukup janjiin kamu bakal selalu bersamaku di bawah cahayanya ,Positive,Negative
 2,yakiin deh aku gabakalan menang bcs aku ga pandai merangkai kata2 ,Negative,Negative
 1,bukan ingin memiliki tapi ingin mendampingi bukan ingin dicintai tapi ingin mencintai bukan ingin sendiri tapi in ,Positive,Positive
 1,aku suka orang cakap macam ni even tak rasa benda tu menyusahkan pon at least aku tahu dia appreciate pertolongan aku https ,Positive,Negative
 2,tlg please bg perempuan tu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku skli dengar aku n ,Negative,Negative
 2,menangis aku,Negative,Negative
 2,aku dekat sini tengah hadap depression ada aku libatkan hampa ka sekarang ni takkantop kacau life aku la siaa,Negative,Negative
 2,f you guys dapat call dari no ni then dia kata salah masuk topup jangan percaya this one scammer yg try hard cari s ,Negative,Negative
 2,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih ,Negative,Negative
 2,pujuk hati yang kecewa sebenar nya perlu kan masa pada hati yg kecewa merasakan no one really cares paling tida ,Negative,Negative
 1,baik,Positive,Positive
 1,siapapun yg mau beli hp ini met bobo moga mimpi indah bangun2 segeremangat hari2nya dari aku yg masih mend ,Positive,Negative
 1,apabila suatu hari nanti terjadi hal hal di luar ingin kita aku ingin kamu percaya bahwa untukmu aku akan selalu ada m ,Positive,Positive
 2,mu gi ah nuru aku malas doh keje ,Negative,Negative
 2,untuk yg suka datang then sesuka hati je nak blah ni kau jangan sampai aku sedut kau pakai vacuum eh ,Negative,Positive
 1,semenjak aku kenal dan ngikutin bg dan bg jadi dapat nambah ilmu setelah ngikutin thread mere ,Positive,Positive
 1,bagus,Positive,Positive
 2,meski punya ponsel kadang tetap kesepian lho aku bisa merasakannya mari chan,Negative,Negative
 2,ada kamu ga mesti ada aku ,Negative,Negative
 2,kalau boleh kugambarkan separah ini aku tak bertegur dengan tetangga kecuali ditegur dulu sulit memulai percakap ,Negative,Negative
 1,o ow tapi dimata bunbun kamu menggemaskan ,Positive,Positive
 2,dahlah aku dah bosan nak layan pi mati aku nak tidur bye ,Negative,Negative
 2,jadi bagaimana pun kamu tidak menyukai orang itu janganlah menunjukkan jadilah orang yg berprestasi berusaha men ,Negative,Negative
 2,engkau merokok hembus kat public aku batuk pastu cakap aku tak respect kau as amoker cakap aku acah2 batuk nmpk la mcm ,Negative,Negative
 2,makin aku besar makin banyak perkara yang aku pendam dan tak kongsi dengan orango jangan pelik kalau aku dah tak kuat semb ,Negative,Negative
 2,mau pulang tapi rumahku jauh mau bolak balik nti aku capek,Negative,Negative
 1,haha itu la tu aku pun tak tau apa jadi,Positive,Negative
 2,lepaskanlah dia tidak mau kamuadarlah jangan membatu ,Negative,Negative
