NAMA_BARANG,NAMA_BARANG_NO_SPCHAR,JML_BARANG,KRITERIA_BARANG
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,688990,
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,692550,
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,695950,
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,698410,
CRUDE PALM OIL,CRUDE PALM OIL,700153,CPO
 FREIGHT ANGKUTAN CPO DARI SANGKULIRANG TUJUAN TARJUN MENGGUNAKAN TB. MITRA KENCANA IV / TK. SUMBER KENCANA VI     ( PO NO : 91000 78170 ) ,FREIGHT ANGKUTAN CPO DARI SANGKULIRANG TUJUAN TARJUN MENGGUNAKAN TB MITRA KENCANA IV  TK SUMBER KENCANA VI      PO NO  91000 78170,700509,
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,701600,
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,708200,
CRUDE PALM OIL,CRUDE PALM OIL,708250,CPO
Claim Mutu Premium CPO,CLAIM MUTU PREMIUM CPO,723690,
Tuslaag  No. Kontrak : 1451 / CPO / 1451 / 21 / T020,TUSLAAG  NO KONTRAK  1451  CPO  1451  21  T020,742010,
Crude Palm Oil,CRUDE PALM OIL,747430,CPO
Crude Palm Oil,CRUDE PALM OIL,747880,CPO
Crude Palm Oil,CRUDE PALM OIL,749200,CPO
Crude Palm Oil,CRUDE PALM OIL,749360,CPO
Penyesuaian Ongkos Angkut CPO,PENYESUAIAN ONGKOS ANGKUT CPO,749650,
CRUDE PALM OIL,CRUDE PALM OIL,749950,CPO
"Pelunasan (50%) angkutan CPO dari Talang Duku, Jambi ke Belawan via TB. Jangilus Laut/TK. SM Masterpiece 318 sebanyak :",PELUNASAN 50  ANGKUTAN CPO DARI TALANG DUKU JAMBI KE BELAWAN VIA TB JANGILUS LAUT TK SM MASTERPIECE 318 SEBANYAK,750000,
Penyesuaian Ongkos Angkut CPO,PENYESUAIAN ONGKOS ANGKUT CPO,752150,
Crude Palm Oil,CRUDE PALM OIL,754870,CPO
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,755380,
TBS PERIODE 10  MEI 2021,TBS PERIODE 10  MEI 2021,780768.375,TBS
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,793970,
PALM KERNEL,PALM KERNEL,797310,
FFA Premium 2250/CPO/2250/21/C050,FFA PREMIUM 2250 CPO 2250 21 C050,797930,CPO
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,798470,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,798790,
Crude Palm Oil (CPO) HS Code : 1511.10.00,CRUDE PALM OIL CPO HS CODE  1511 10 00,799002,CPO
Jasa Angkut CPO No. Kontrak : 1451 / CPO / 1451 / 21 / T016,JASA ANGKUT CPO NO KONTRAK  1451  CPO  1451  21  T016,799220,
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,799670,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,799930,
Crude Palm Oil,CRUDE PALM OIL,800000,CPO
Crude Palm Oil,CRUDE PALM OIL,800630,CPO
Crude Palm Oil,CRUDE PALM OIL,801072,CPO
CRUDE PALM OIL,CRUDE PALM OIL,801264,CPO
CRUDE PALM OIL,CRUDE PALM OIL,805580,CPO
ONGKOS ANGKUTAN LAUT KAPAL KM ANUGRAH SAMUDRA I MUAT INTI SAWIT DARI PALARAN-SAMARINDA KE LAMPUNG,ONGKOS ANGKUTAN LAUT KAPAL KM ANUGRAH SAMUDRA I MUAT INTI SAWIT DARI PALARAN SAMARINDA KE LAMPUNG,806700,
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,807680,
Penyesuaian Ongkos Angkut CPO,PENYESUAIAN ONGKOS ANGKUT CPO,811340,
CRUDE PALM OIL,CRUDE PALM OIL,812070,CPO
BIAYA PENGOLAHAN PALM PRODUCT,BIAYA PENGOLAHAN PALM PRODUCT,816666,
TBS PERIODE 26-27 APRIL 2021,TBS PERIODE 26 27 APRIL 2021,846081.625,TBS
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,849740,
Crude Palm Oil,CRUDE PALM OIL,850000,CPO
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,883260,
Tuslaag TBS Div 3,TUSLAAG TBS DIV 3,889160,
Ongkos Angkut TBS Div 2,ONGKOS ANGKUT TBS DIV 2,890320,
Crude Palm Oil,CRUDE PALM OIL,898610,CPO
TBS PERIODE 25 OKTOBER 2021,TBS PERIODE 25 OKTOBER 2021,902403.875,TBS
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,905700,
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,914300,
TBS PERIODE 08-09 FEBRUARI 2021,TBS PERIODE 08 09 FEBRUARI 2021,928205.625,TBS
Ongkos Angkut TBS Div 6,ONGKOS ANGKUT TBS DIV 6,938320,
Ongkos Angkut CPO DO. Nomor : 1451/CPO/1451/21/T018,ONGKOS ANGKUT CPO DO NOMOR  1451 CPO 1451 21 T018,945160,
MINYAK KELAPA SAWIT HS CODE : 1511.10.00,MINYAK KELAPA SAWIT HS CODE  1511 10 00,960000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,975560,CPO
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,977940,
Local Sales Crude Palm Oil Curah ,LOCAL SALES CRUDE PALM OIL CURAH,987470,CPO
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.MUARA KANDIS MILL KE BULKING BOOM BARU, DO : 2850/CPO/2850/20/C094",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS MUARA KANDIS MILL KE BULKING BOOM BARU DO  2850 CPO 2850 20 C094,988210,
Tuslaag TBS Div 3,TUSLAAG TBS DIV 3,989690,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,995910,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,996620,
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,997150,
CRUDE PALM OIL ( MINYAK SAWIT ),CRUDE PALM OIL  MINYAK SAWIT,997171,CPO
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.MUARA KANDIS MILL KE BULKING BOOM BARU, DO : 2850/CPO/2850/20/C095",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS MUARA KANDIS MILL KE BULKING BOOM BARU DO  2850 CPO 2850 20 C095,998670,
CPO (MINYAK SAWIT),CPO MINYAK SAWIT,1000000,CPO
CRUDE PALM OIL - 028/RSIL/CPO/XI/2021,CRUDE PALM OIL  028 RSIL CPO XI 2021,1000000,CPO
CRUDE PALM OIL - 046/LSML/CPO/VI/2021,CRUDE PALM OIL  046 LSML CPO VI 2021,1000000,CPO
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0056/SC/HO-JKT/RWK-M/IV/2021,CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0056 SC HO JKT RWK M IV 2021,1000000,CPO
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0057/SC/HO-JKT/RWK-M/IV/2021,CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0057 SC HO JKT RWK M IV 2021,1000000,CPO
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0118/SC/HO-JKT/RWK-M/VIII/2021,CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0118 SC HO JKT RWK M VIII 2021,1000000,CPO
Pembayaran CPO Atas Kontrak Jual Beli No : 034/SML-CBU/CPO/X/2021,PEMBAYARAN CPO ATAS KONTRAK JUAL BELI NO  034 SML CBU CPO X 2021,1000000,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,1001020,
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0063/SC/HO-JKT/RWK-M/V/2021 PERIODE : 01-04 Juli 2021,CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0063 SC HO JKT RWK M V 2021 PERIODE  01 04 JULI 2021,1001382,CPO
RBD PALM KERNEL STEARINE (MB),RBD PALM KERNEL STEARINE MB,1003253,
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0056/SC/HO-JKT/RWK-M/IV/2021 PERIODE : 21-25 Mei 2021,CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0056 SC HO JKT RWK M IV 2021 PERIODE  21 25 MEI 2021,1003653,CPO
CRUDE PALM OIL,CRUDE PALM OIL,1006610,CPO
Crude Palm Oil,CRUDE PALM OIL,1006820,CPO
Tuslaag CPO,TUSLAAG CPO,1007710,
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,1010370,
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,1014540,
CRUDE PALM OIL,CRUDE PALM OIL,1016070,CPO
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,1016160,
Crude Palm Oil,CRUDE PALM OIL,1016340,CPO
Tuslaag TBS Div 1,TUSLAAG TBS DIV 1,1025830,
Ongkos Angkut TBS Div 2,ONGKOS ANGKUT TBS DIV 2,1042570,
ONGKOS ANGKUTAN LAUT KAPAL KM SAMUDRO ENDAH MUAT INTI SAWIT DARI KENDAWANGAN KE LAMPUNG,ONGKOS ANGKUTAN LAUT KAPAL KM SAMUDRO ENDAH MUAT INTI SAWIT DARI KENDAWANGAN KE LAMPUNG,1061820,
Ongkos Angkut TBS Div 6,ONGKOS ANGKUT TBS DIV 6,1062450,
TBS PERIODE 24 MEI 2021,TBS PERIODE 24 MEI 2021,1073138.125,TBS
TBS PERIODE 24-25 JULI 2021,TBS PERIODE 24 25 JULI 2021,1075269.25,TBS
Ongkos Angkut TBS DIV 6,ONGKOS ANGKUT TBS DIV 6,1082240,
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,1092670,
Crude Palm Oil,CRUDE PALM OIL,1100000,CPO
Crude Palm Oil (CPO) HS Code : 1511.10.00,CRUDE PALM OIL CPO HS CODE  1511 10 00,1100000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,1100244,CPO
ONGKOS ANGKUT CPO DO.NOMOR : 1451/CPO/1451/21/T030,ONGKOS ANGKUT CPO DO NOMOR  1451 CPO 1451 21 T030,1103040,
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,1103310,
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,1108430,
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,1108480,
Ongkos Angkut TBS DIV 5,ONGKOS ANGKUT TBS DIV 5,1109120,
CRUDE PALM OIL,CRUDE PALM OIL,1111090,CPO
Ongkos Angkut TBS DIV 6,ONGKOS ANGKUT TBS DIV 6,1116710,
Tuslaag TBS Div 3,TUSLAAG TBS DIV 3,1134990,
Ongkos Angkut TBS Div 5,ONGKOS ANGKUT TBS DIV 5,1136430,
BIAYA PENGOLAHAN PALM PRODUCT,BIAYA PENGOLAHAN PALM PRODUCT,1158338,
Crude Palm Oil,CRUDE PALM OIL,1173940,CPO
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,1174660,
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,1200000,CPO
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0065/SC/HO-JKT/RWK-M/V/2021 PERIODE : 01-04 Juli 2021,CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0065 SC HO JKT RWK M V 2021 PERIODE  01 04 JULI 2021,1200147,CPO
Crude Palm Oil (CPO) HS Code : 1511.10.00,CRUDE PALM OIL CPO HS CODE  1511 10 00,1200644,CPO
Ongkos Angkut TBS DIV 7,ONGKOS ANGKUT TBS DIV 7,1211930,
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,1220790,
Ongkos Angkut TBS Div 2,ONGKOS ANGKUT TBS DIV 2,1232810,
CRUDE PALM OIL,CRUDE PALM OIL,1257680,CPO
85% Uang Muka - Crude Palm Oil                                                                       Contract No. GSBL/CPO/008/21,85 UANG MUKA  CRUDE PALM OIL                                                                       CONTRACT NO GSBL CPO 008 21,1275000,CPO
85% Uang Muka - Crude Palm Oil                                                                      Contract No. GSBL/CPO/010/21,85 UANG MUKA  CRUDE PALM OIL                                                                      CONTRACT NO GSBL CPO 010 21,1275000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,1279890,CPO
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,1288330,
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,1293320,
BIAYA PENGOLAHAN PALM PRODUCT,BIAYA PENGOLAHAN PALM PRODUCT,1300670,
Crude Palm Oil,CRUDE PALM OIL,1302233,CPO
Crude Palm Oil,CRUDE PALM OIL,1315220,CPO
CRUDE PALM OIL,CRUDE PALM OIL,1343410,CPO
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,1354120,
CRUDE PALM OIL,CRUDE PALM OIL,1366320,CPO
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,1389510,
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,1390520,
CRUDE PALM OIL,CRUDE PALM OIL,1391436,CPO
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,1419620,
TBS PERIODE 29-30 MARET 2021,TBS PERIODE 29 30 MARET 2021,1441615.5,TBS
Crude Palm Oil,CRUDE PALM OIL,1450000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,1487774,CPO
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,1489900,
Uang Muka CPO Atas Kontrak Jual Beli No : 044/SML-CBU/CPO/XI/2021,UANG MUKA CPO ATAS KONTRAK JUAL BELI NO  044 SML CBU CPO XI 2021,1500000,CPO
Uang Muka CPO Atas Kontrak Jual Beli No:008/SML-CBU/CPO/II/2021,UANG MUKA CPO ATAS KONTRAK JUAL BELI NO 008 SML CBU CPO II 2021,1500000,CPO
Uang Muka CPO atas Kontrak Jual Beli No : 041/SML-CBU/CPO/XI/2021,UANG MUKA CPO ATAS KONTRAK JUAL BELI NO  041 SML CBU CPO XI 2021,1500000,CPO
PENGANGKUTAN CPO DENGAN TB. MITRA KENCANA XIV DAN BG. SUMBER KENCANA XII DARI JAMBI KE BELAWAN,PENGANGKUTAN CPO DENGAN TB MITRA KENCANA XIV DAN BG SUMBER KENCANA XII DARI JAMBI KE BELAWAN,1500173,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,1505640,
TBS JULI 2021,TBS JULI 2021,1507784,TBS
Ongkos Angkut TBS Div 5,ONGKOS ANGKUT TBS DIV 5,1529860,
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,1546060,
Ongkos Angkut TBS Div 5,ONGKOS ANGKUT TBS DIV 5,1561020,
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,1563040,
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,1576340,
ONGKOS ANGKUTAN LAUT KAPAL KM DAIEI MUAT INTI SAWIT DARI TANJUNGPANDAN KE LAMPUNG,ONGKOS ANGKUTAN LAUT KAPAL KM DAIEI MUAT INTI SAWIT DARI TANJUNGPANDAN KE LAMPUNG,1600000,
TBS PERIODE 02-03 AGUSTUS 2021,TBS PERIODE 02 03 AGUSTUS 2021,1615153.5,TBS
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,1623480,
CRUDE PALM OIL,CRUDE PALM OIL,1643568,CPO
TBS PERIODE 30-31 OKTOBER 2021,TBS PERIODE 30 31 OKTOBER 2021,1699498.75,TBS
ONGKOS ANGKUTAN LAUT KAPAL KM SHINEI MUAT INTI SAWIT DARI PANGKALBALAM KE DUMAI,ONGKOS ANGKUTAN LAUT KAPAL KM SHINEI MUAT INTI SAWIT DARI PANGKALBALAM KE DUMAI,1700000,
Crude Palm Oil,CRUDE PALM OIL,1700205,CPO
PALM KERNEL,PALM KERNEL,1702350,
Crude Palm Oil,CRUDE PALM OIL,1711473,CPO
Tuslaag TBS Div 3,TUSLAAG TBS DIV 3,1712320,
TBS NOVEMBER 2021,TBS NOVEMBER 2021,1723124,TBS
Crude Palm Oil,CRUDE PALM OIL,1749822,CPO
CRUDE PALM KERNEL OIL,CRUDE PALM KERNEL OIL,1749948,
CRUDE PALM OIL,CRUDE PALM OIL,1800000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,1800160,CPO
Crude Palm Oil,CRUDE PALM OIL,1901557,CPO
Crude Palm Oil,CRUDE PALM OIL,1967620,CPO
Claim Mutu Premium CPO,CLAIM MUTU PREMIUM CPO,1968990,
CRUDE PALM OIL,CRUDE PALM OIL,1984337,CPO
Crude Palm Oil,CRUDE PALM OIL,1994227,CPO
CPO,CPO,1999761,CPO
CRUDE PALM OIL (CPO) HS CODE:1511.10.00,CRUDE PALM OIL CPO HS CODE 1511 10 00,2000000,CPO
MINYAK KELAPA SAWIT,MINYAK KELAPA SAWIT,2000000,CPO
PALM KERNEL EXPELLER,PALM KERNEL EXPELLER,2000000,
Pembayaran CPO Atas Kontrak Jual Beli No : 028/SML-CBU/CPO/VIII/2021,PEMBAYARAN CPO ATAS KONTRAK JUAL BELI NO  028 SML CBU CPO VIII 2021,2000000,CPO
Uang Muka CPO Atas Kontrak Jual Beli No : 029/SML-CBU/CPO/VIII/2021,UANG MUKA CPO ATAS KONTRAK JUAL BELI NO  029 SML CBU CPO VIII 2021,2000000,CPO
Biaya pengangkutan CPO dengan TB. Sungai Raya / Tkg. Alfa Sarana dari Jambi ke Lubuk Gaung,BIAYA PENGANGKUTAN CPO DENGAN TB SUNGAI RAYA  TKG ALFA SARANA DARI JAMBI KE LUBUK GAUNG,2000004,
Crude Palm Oil,CRUDE PALM OIL,2000006,CPO
RBD PALM KERNEL STEARINE (MB),RBD PALM KERNEL STEARINE MB,2000570,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,2001760,
Tuslaag  No. Kontrak : 1451 / CPO / 1451 / 21 / T033,TUSLAAG  NO KONTRAK  1451  CPO  1451  21  T033,2003180,
"Uang muka (50%) angkutan CPO dari Bumi Harjo, Kumai ke Tarahan, Lampung via TB. Zungaro Laut / TK. SM Majesty 218 sebanyak :",UANG MUKA 50  ANGKUTAN CPO DARI BUMI HARJO KUMAI KE TARAHAN LAMPUNG VIA TB ZUNGARO LAUT  TK SM MAJESTY 218 SEBANYAK,2004058,
PALM KERNEL,PALM KERNEL,2013410,
PALM KERNEL,PALM KERNEL,2014100,
CRUDE PALM OIL (CPO),CRUDE PALM OIL CPO,2049382,CPO
PALM KERNEL,PALM KERNEL,2055910,
MINYAK KELAPA SAWIT HS CODE : 1511.10.00,MINYAK KELAPA SAWIT HS CODE  1511 10 00,2080000,CPO
Crude Palm Oil,CRUDE PALM OIL,2100000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,2200000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,2350000,CPO
MINYAK KELAPA SAWIT HS CODE : 1511.10.00,MINYAK KELAPA SAWIT HS CODE  1511 10 00,2400664,CPO
Crude Palm Oil (CPO) HS Code : 1511.10.00 ,CRUDE PALM OIL CPO HS CODE  1511 10 00,2450000,CPO
CPO HS CODE 1511.10.00,CPO HS CODE 1511 10 00,2499694,CPO
CPO HS CODE 1511.10.00,CPO HS CODE 1511 10 00,2499804,CPO
CRUDE PALM OIL (CPO) HS CODE 1511.10.00,CRUDE PALM OIL CPO HS CODE 1511 10 00,2500000,CPO
Local Sales Crude Palm Oil Curah,LOCAL SALES CRUDE PALM OIL CURAH,2500000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,2500416,CPO
MINYAK KELAPA SAWIT HS CODE : 1511.10.00,MINYAK KELAPA SAWIT HS CODE  1511 10 00,2500670,CPO
Crude Palm Oil,CRUDE PALM OIL,2500787,CPO
CRUDE PALM OIL (CPO) HS Code : 1511.10.00,CRUDE PALM OIL CPO HS CODE  1511 10 00,2501076,CPO
CRUDE PALM OIL,CRUDE PALM OIL,2501408,CPO
CRUDE PALM OIL ( MINYAK SAWIT ),CRUDE PALM OIL  MINYAK SAWIT,2502984,CPO
CRUDE PALM OIL,CRUDE PALM OIL,2550000,CPO
Crude Palm Oil,CRUDE PALM OIL,2803800,CPO
CRUDE PALM OIL,CRUDE PALM OIL,2980247,CPO
"CRUDE PALM OIL CURAH- MB RSPO CERTIFIED / CERTIFICATE CODE : MUTU - RSPO/102, HS CODE : 1511.10.00",CRUDE PALM OIL CURAH MB RSPO CERTIFIED  CERTIFICATE CODE  MUTU  RSPO 102 HS CODE  1511 10 00,3000000,
Pelunasan 50% Jasa Angkutan CPO Dari Ketapang Ke Lampung Via TK. Daya Utama 03 Sebanyak:,PELUNASAN 50 JASA ANGKUTAN CPO DARI KETAPANG KE LAMPUNG VIA TK DAYA UTAMA 03 SEBANYAK,3000000,
Biaya pengangkutan CPO dengan TB. Pulau Gelang / Tkg. Alfa Sarana dari Jambi ke Lubuk Gaung,BIAYA PENGANGKUTAN CPO DENGAN TB PULAU GELANG  TKG ALFA SARANA DARI JAMBI KE LUBUK GAUNG,3000119,
CRUDE PALM OIL,CRUDE PALM OIL,3002992,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,3006810,
RBD PALM OLEIN,RBD PALM OLEIN,3013724,CPO
CRUDE PALM OIL,CRUDE PALM OIL,3232230,CPO
CRUDE PALM OIL,CRUDE PALM OIL,3300097,CPO
"Uang muka (50%) angkutan CPO dari Talang Duku, Jambi ke Belawan via TB Arapaima Laut / TK SM Independence 204 sebanyak : ",UANG MUKA 50  ANGKUTAN CPO DARI TALANG DUKU JAMBI KE BELAWAN VIA TB ARAPAIMA LAUT  TK SM INDEPENDENCE 204 SEBANYAK,3500182,
Freight angkutan CPO dari Pangkal Balam ke Lampung Ex TB. Mitra 210 + TK. Sejahtera D28,FREIGHT ANGKUTAN CPO DARI PANGKAL BALAM KE LAMPUNG EX TB MITRA 210  TK SEJAHTERA D28,3501074,
JASA POMPA DESEMBER 2021 EX. TK BUMI SAWIT DUA,JASA POMPA DESEMBER 2021 EX TK BUMI SAWIT DUA,3506588,
Pembayaran 100 % Freight CPO dari Palembang ke Lampung via TK. SKU II dan TB. Global Mandiri XI,PEMBAYARAN 100  FREIGHT CPO DARI PALEMBANG KE LAMPUNG VIA TK SKU II DAN TB GLOBAL MANDIRI XI,3509406,
Freight angkutan CPO dari Palembang ke Lampung Ex TB. Mitra 219 + TK. Sejahtera D12,FREIGHT ANGKUTAN CPO DARI PALEMBANG KE LAMPUNG EX TB MITRA 219  TK SEJAHTERA D12,3513550,
CRUDE PALM OIL,CRUDE PALM OIL,3983644,CPO
CRUDE PALM OIL,CRUDE PALM OIL,3986209,CPO
Pembayaran 100 % Freight CPO dari Pangkal Balam ke Lampung via TK. SKU II dan TB. Global Mandiri XI,PEMBAYARAN 100  FREIGHT CPO DARI PANGKAL BALAM KE LAMPUNG VIA TK SKU II DAN TB GLOBAL MANDIRI XI,3999108,
Tuslaag CPO,TUSLAAG CPO,4027210,
"Pelunasan (50%) angkutan CPO dari Talang Duku, Jambi ke Tarahan, Lampung via TB. Bintang Laut / TK. SM Mandiri 104 sebanyak :",PELUNASAN 50  ANGKUTAN CPO DARI TALANG DUKU JAMBI KE TARAHAN LAMPUNG VIA TB BINTANG LAUT  TK SM MANDIRI 104 SEBANYAK,4200303,
"Pelunasan (50%) angkutan CPO dari Bumi Harjo, Kumai ke Tarahan, Lampung via TB. Jangilus Laut / TK. SM Masterpiece 318 sebanyak :",PELUNASAN 50  ANGKUTAN CPO DARI BUMI HARJO KUMAI KE TARAHAN LAMPUNG VIA TB JANGILUS LAUT  TK SM MASTERPIECE 318 SEBANYAK,4500641,
Pembayaran 100% Jasa Angkutan CPO dari Bagendang ke Lampung via TB.Duta Kapuas 19 / TK.Kapuas 265 : ,PEMBAYARAN 100 JASA ANGKUTAN CPO DARI BAGENDANG KE LAMPUNG VIA TB DUTA KAPUAS 19  TK KAPUAS 265,4500865,
"Pelunasan (50%) angkutan CPO dari Tanjung Batu, Belitung ke Tarahan, Lampung via TB. Patin Laut / TK. SM Indragiri 338 sebanyak :",PELUNASAN 50  ANGKUTAN CPO DARI TANJUNG BATU BELITUNG KE TARAHAN LAMPUNG VIA TB PATIN LAUT  TK SM INDRAGIRI 338 SEBANYAK,4502618,
Pembayaran 100% Jasa Angkutan CPO dari Bumiharjo ke Lampung via TB.Duta Kapuas 18 / TK.Kapuas 276 : ,PEMBAYARAN 100 JASA ANGKUTAN CPO DARI BUMIHARJO KE LAMPUNG VIA TB DUTA KAPUAS 18  TK KAPUAS 276,4502922,
Biaya Pengangkutan CPO dengan TB. Pulau Gelang/ Tkg. Alfa Kharisma dari DPA ( Dumai ) ke Kabil ( Batam ),BIAYA PENGANGKUTAN CPO DENGAN TB PULAU GELANG TKG ALFA KHARISMA DARI DPA  DUMAI  KE KABIL  BATAM,4503749,
"Pelunasan (50%) angkutan CPO dari Tanjung Batu, Belitung ke Tarahan, Lampung via TB Arapaima Laut / TK SM Independence 204 sebanyak :",PELUNASAN 50  ANGKUTAN CPO DARI TANJUNG BATU BELITUNG KE TARAHAN LAMPUNG VIA TB ARAPAIMA LAUT  TK SM INDEPENDENCE 204 SEBANYAK,4692436,
CPO HS CODE 1511.10.00,CPO HS CODE 1511 10 00,4899955,CPO
CRUDE PALM OIL,CRUDE PALM OIL,4907300,CPO
"Pelunasan (50%) angkutan CPO dari Bumi Harjo, Kumai ke Tarahan, Lampung via TB. Patin Laut / TK. SM Indragiri 338 sebanyak :",PELUNASAN 50  ANGKUTAN CPO DARI BUMI HARJO KUMAI KE TARAHAN LAMPUNG VIA TB PATIN LAUT  TK SM INDRAGIRI 338 SEBANYAK,5000082,
"Uang muka (50%) angkutan CPO dari Bumi Harjo, Kumai ke Tarahan, Lampung via TB. Patin Laut / TK. SM Indragiri 338 sebanyak : ",UANG MUKA 50  ANGKUTAN CPO DARI BUMI HARJO KUMAI KE TARAHAN LAMPUNG VIA TB PATIN LAUT  TK SM INDRAGIRI 338 SEBANYAK,5000082,
CRUDE PALM OIL (100%),CRUDE PALM OIL 100,5001746,CPO
Crude Palm Oil,CRUDE PALM OIL,5001920,CPO
"Uang muka (50%) angkutan CPO dari Bumi Harjo, Kumai ke Tarahan, Lampung via TB. Zungaro Laut / TK. SM Majesty 218 sebanyak :",UANG MUKA 50  ANGKUTAN CPO DARI BUMI HARJO KUMAI KE TARAHAN LAMPUNG VIA TB ZUNGARO LAUT  TK SM MAJESTY 218 SEBANYAK,5002097,
CRUDE PALM OIL,CRUDE PALM OIL,5002250,CPO
SEWA TANGKI TIMBUN CPO,SEWA TANGKI TIMBUN CPO,5123326,
