NamaBarang,JumlahBarang,type,category,confidenceLevel,explanation,quantity
Penjualan CPO 112CPOPNNITNXII2021,100000.0,product,Primary,1.0,"Penjualan CPO refers to the sale of crude palm oil, which is a primary product derived from the oil palm fruit.",112
Penjualan CPO 143SRMCPOPKUVI2021,100000.0,product,Primary,1.0,Oil palm fruit is a primary product,143
Penjualan CPO 190SRMCPOPKUVIII2021,100000.0,product,Primary,1.0,"Penjualan CPO refers to the sale of crude palm oil, which is a primary product derived from the oil palm fruit.",190
Penjualan CPO 199SRMCPOPKUVIII2021,100000.0,product,Primary,1.0,"The text mentions the sale of crude palm oil (CPO), which is a primary product derived from the oil palm fruit.",0
Penjualan CPO 202SRMCPOPKUVIII2021,100000.0,product,Primary,1.0,Oil palm fruit is a primary product.,202
Penjualan CPO 207SRMCPOPKUVIII2021,100000.0,product,Primary,1.0,Oil palm fruit is a primary product.,207
Penjualan CPO 230SRMCPOPKUIX2021,100000.0,product,Primary,1.0,Oil palm fruit is a primary product.,230
Penjualan CPO 235SRMCPOPKUIX2021,100000.0,product,Primary,1.0,"The text refers to the sale of crude palm oil (CPO), which is a primary product derived from the oil palm fruit.",235
Penjualan CPO 241SRMCPOPKUIX2021,100000.0,product,Primary,1.0,"The text refers to the sale of crude palm oil (CPO), which is a primary product derived from the oil palm fruit.",241
Penjualan CPO 261SRMCPOPKUX2021,100000.0,product,Primary,1.0,"The text refers to the sale of crude palm oil (CPO), which is a primary product derived from the oil palm fruit.",261
Penjualan CPO 266SRMCPOPKUX2021,100000.0,product,Primary,1.0,"The text refers to the sale of crude palm oil (CPO), which is a primary product derived from the oil palm fruit.",266
Penjualan CPO 271SRMCPOPKUX2021,100000.0,product,Primary,1.0,Oil palm fruit is a primary product.,271
Penjualan CPO 281SRMCPOPKUX2021,100000.0,product,Primary,1.0,Oil palm fruit is a primary product of the oil palm tree.,281
Penjualan CPO 297SRMCPOPKUX2021,100000.0,product,Primary,1.0,"Penjualan CPO refers to the sale of crude palm oil, which is a primary product derived from the oil palm fruit.",297
Penjualan CPO 318SRMCPOPKUXI2021,100000.0,product,Primary,1.0,"Penjualan CPO refers to the sale of crude palm oil, which is a primary product derived from the oil palm fruit.",318
Penjualan CPO 320SRMCPOPKUXI2021,100000.0,product,Primary,1.0,The text mentions the quantity of CPO (320 SRM CP OP KU XI 2021) which is a primary product of oil palm fruit.,320
Penjualan CPO 330SRMCPOPKUXI2021,100000.0,product,Primary,1.0,Oil palm fruit is a primary product.,330
PALM KERNEL PK,100010.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
PALM KERNEL PK,100030.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PK PALM KERNEL,100030.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Crude Palm Oil CPO,100060.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product derived from the oil palm fruit.,0
PALM KERNEL,100100.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Crude Palm Oil CPO,100150.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product derived from the oil palm fruit.,0
Crude Palm Oil CPO,100250.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product derived from the oil palm fruit.,0
Ongkos Angkut CPO,100250.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Ongkos Angkut CPO,100320.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
PALM KERNEL,100420.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Ongkos Angkut CPO,100840.0,service,Transport service,0.95,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Palm Kernel,101090.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Palm Kernel,101130.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Ongkos Angkut CPO,101260.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for oil palm fruit.,1
PALM KERNEL,101720.0,product,Primary,1.0,Palm kernel is a part of the oil palm fruit and is directly used for processing palm oil.,0
PALM KERNEL,101840.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PALM KERNEL,101900.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
CRUDE PALM OIL,101910.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Palm Kernel Oil,102520.0,product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
Ongkos angkut CPO,103100.0,service,Transport service,1.0,Ongkos angkut CPO refers to the transportation service for palm oil products.,1
TBS Periode 30 Oktober 2021,103376.7969,service,Maintenance/Repair Service,0.8,The text mentions 'TBS Periode' which is a service related to the maintenance and repair of palm oil processing machines.,1
Ongkos Angkut TBS Div 1,103600.0,service,Transport service,0.8,Ongkos Angkut is a transportation service provider for oil palm fruit.,1
Ongkos Angkut CPO,105270.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Palm Kernel,106510.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Palm Kernel,106720.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
CRUDE PALM OIL,107300.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut CPO,107330.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Ongkos Angkut TBS DIV 1,109300.0,service,Transport service,0.8,Ongkos Angkut is a transportation service provider for oil palm fruit,1
Ongkos Angkut CPO,109420.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
CPO Crude Palm Oil Kontrak 044CPOIMTLILX2021,109560.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
PENJUALAN CPO 136CPOKSPSIPXI2021,109720.0,product,Primary,1.0,Penjuanal CPO is a product of palm oil fruit.,136
Ongkos Angkut CPO,109840.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
CRUDE PALM OIL,110300.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Ongkos Angkut CPO,110890.0,service,Transport service,0.95,Ongkos Angkut CPO is a transportation service for palm oil products.,1
PALM KERNEL,111470.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
TBS Periode 0814 Desember 2021,111538.0,service,Maintenance/Repair Service,0.9,The text mentions 'TBS Periode' which is a service related to the maintenance and repair of oil palm trees.,1
TBS PER 1630 APR 2021 TT 2010,111895.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,20
CRUDE PALM OIL,114030.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,114740.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,115050.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut TBS DIV 4,115410.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
CRUDE PALM OIL,115620.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos angkut CPO,115620.0,service,Transport service,1.0,Ongkos angkut CPO refers to the transportation service for palm oil products.,1
PK PALM KERNEL,115928.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
CRUDE PALM OIL,116670.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PKPalm Kernel NoKontrak 074PMCPKIV2021,116750.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,74
Ongkos Angkut TBS DIV 5,117310.0,service,Transport service,0.9,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut TBS DIV 2,118730.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
PENJUALAN CPO 125CPOKSPTNX2021,119290.0,product,Primary,1.0,Oil palm fruit is a primary product.,125
Palm Kernel,119520.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PKPalm Kernel NoKontrak 109PMCPKVII2021,119810.0,service,Maintenance/Repair Service,0.8,The text mentions 'NoKontrak' which is a maintenance and repair service for oil palm trees.,1
PALM KERNEL,119968.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
CRUDE PALM OIL KONTRAK NO 267SJMSKJBCPOXII2021,120000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil  Pelunasan Surat Perjanjian JualBeli No0141POMKPRCPOIV2021 Tanggal 15 April 2021 PO No 9100075199,120000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0085POMKPRCPOIII2021 Tanggal 04 Maret 2021 PO No 9100073713,120000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,95
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0091POMKPRCPOIII2021 Tanggal 09 Maret 2021 PO No 9100073855,120000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,95
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0108POMKPRCPOIII2021 Tanggal 23 Maret 2021 PO No 9100074372,120000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,95
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0354POMKPRCPOIX2021 Tanggal 09 September 2021 PO No 9100080215,120000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,95
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0266POMKPRCPOVII2021 Tanggal 15 Juli 2021 PO No 9100078153,120000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0299POMKPRCPOVIII2021 Tanggal 05 Agustus 2021 PO No 9100078995,120000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,10000.0
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0308POMKPRCPOVIII2021 Tanggal 12 Agustus 2021 PO No 9100079226,120000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,123456789
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0328POMKPRCPOVIII2021 Tanggal 24 Agustus 2021 PO No 9100079603,120000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0350POMKPRCPOIX2021 Tanggal 07 September 2021 PO No 9100080115,120000.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Palm Kernel  Surat Perjanjian JualBeli No0054POMKPRPKII2021 Tanggal 10 Februari 2021 PO No 9100072945,120000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Palm Kernel DP 98 Surat Perjanjian JualBeli No0381POMKPRPKIX2021 Tanggal 29 September 2021 PO No 9100080927,120000.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
Palm Kernel DP 98 Surat Perjanjian JualBeli No0467POMKPRPKXII2021 Tanggal 01 Desember 2021 PO No 9100083389,120000.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as food, animal feed, and biofuel.",0
Palm Kernel DP 98 Surat Perjanjian JualBeli No0486POMKPRPKXII2021 Tanggal 15 Desember 2021 PO No 9100083971,120000.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
Palm Kernel Pelunasan Surat Perjanjian JualBeli No 0475POMKPRPKXII2021 Tanggal 08 Desember 2021 PO No 9100083702,120000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Palm Kernel Pelunasan Surat Perjanjian JualBeli No0083POMKPRPKIII2021 Tanggal 03 Maret 2021 PO No 9100073689,120000.0,service,Maintenance/Repair Service,0.8,"Palm kernel pelunasan is a service that involves the processing of palm kernel into various products such as palm kernel oil, palm kernel meal, and other derivatives.",1
PALM KERNEL,120320.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
CRUDE PALM OIL,120380.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
PKPalm Kernel NoKontrak 179PMCPKX2021,120460.0,service,Maintenance/Repair Service,0.8,PKPalm Kernel NoKontrak is a maintenance and repair service for palm kernel processing machines.,179
PALM KERNEL,121560.0,product,Primary,1.0,Palm kernel is a part of the oil palm fruit and is directly used in the processing of palm oil.,0
Pembayaran Uang Muka CPOCrude Palm Oil NoKontrak 039PMCCPOIII2021,121820.0,service,Maintenance/Repair Service,0.8,The text refers to the payment of a maintenance fee for a contract related to crude palm oil processing.,1
TBS PERIODE 26  28 NOVEMBER 2021,122223.3984,service,Transport service,0.9,TBS PERIODE 26 refers to a transportation service for palm oil products.,1
PALM KERNEL ,122500.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit and is directly used for processing palm oil.,0
TBS PERIODE 01 SD 02 FEBRUARI 2021,123106.3984,service,Maintenance/Repair Service,0.8,TBS PERIODE 01 SD 02 FEBRUARI 2021 refers to a maintenance or repair service for palm oil processing equipment.,1
Ongkos Angkut TBS DIV 1,123380.0,service,Transport service,0.9,Ongkos Angkut is a transportation service provider,1
CRUDE PALM OIL,124550.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
TBS Periode 1319 Oktober 2021,124656.0,service,Maintenance/Repair Service,0.8,The text mentions 'TBS Periode' which is a service related to the maintenance and repair of oil palm trees.,1
PALM KERNEL,125010.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
TBS Periode 03 sd 04 Juli 2021,125016.2969,service,Maintenance/Repair Service,0.8,The text mentions 'TBS Periode' which is a service related to palm oil processing.,1
CRUDE PALM OIL,125120.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
Ongkos Angkut TBS DIV 3,125320.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
CRUDE PALM OIL,125360.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,125430.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
TBS Periode 03 sd 05 Mei 2021,126387.0,service,Maintenance/Repair Service,0.8,The text mentions 'TBS Periode' which is a service related to palm oil processing.,1
Palm Kernel,126970.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Ongkos Angkut TBS Div 6,128660.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut CPO,129510.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Transport CPO Via Sungai	 DO 1454CPO145421T255	 ,129550.0,service,Transport service,0.9,Transport of CPO via Sungai,1
Ongkos Angkut CPO,129800.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Ongkos Angkut CPO,129860.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Ongkos Angkut CPO,130190.0,service,Transport service,0.95,Ongkos Angkut CPO is a transportation service for palm oil products.,1
TBS Periode 07 sd 08 Oktober 2021,131935.9063,service,Maintenance/Repair Service,0.9,The text mentions 'TBS Periode' which is a service related to palm oil processing.,1
Ongkos Angkut TBS Div 5,132460.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut TBS DIV 2,133460.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider.,1
Palm Kernel Oil,134070.0,product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
